#,Name,Team,Position,Age,Market Value (€m),Contract Expiry,Tackles,Errors leading to goal,Clean sheets,Blocked shots,Interceptions,Clearances,Dribbled past,Errors leading to shot,Blocked shots.1,Aerial duels won %,Aerial duels won,Fouls,Minutes played,Appearances,Started,Dispossessed,Accurate passes,Accurate passes %,Long balls (accurate),Accurate long balls %,Key passes,Tackles_p90,Interceptions_p90,Clearances_p90,Blocked shots_p90,Errors leading to goal_p90,Errors leading to shot_p90,Dribbled past_p90,Aerial duels won_p90,Fouls_p90,Dispossessed_p90,Accurate passes_p90,Long balls (accurate)_p90,Key passes_p90,Clean sheets_p90,PC1,PC2,Cluster
25,Leif Davis,Ipswich Town,Left-Back,24,5.0,2027,0.84,0.03,0.3,0.14,0.86,2.24,20,1,5,58.65,61,23,3167,37,35,12,1047,78.84,51,43.22,69,0.023871171455636248,0.024439532680770443,0.06365645721503001,0.0039785285759393755,0.0008525418377012946,0.028418061256709818,0.5683612251341964,1.733501736659299,0.6536154089043258,0.34101673508051783,29.75371013577518,1.4493211240922008,1.9608462267129776,0.008525418377012945,-1.9342137669893393,-1.766102673985756,1
26,Jack Robinson,Nottingham Forest,Left-Back,31,1.0,2025,0.72,0.0,0.11,1.0,0.61,5.61,4,0,18,66.36,73,8,1332,18,16,0,742,89.18,45,52.33,6,0.048648648648648644,0.04121621621621621,0.37905405405405407,0.06756756756756756,0.0,0.0,0.27027027027027023,4.9324324324324325,0.5405405405405405,0.0,50.13513513513513,3.0405405405405403,0.4054054054054054,0.007432432432432432,4.2283547955456084,0.05285539655920471,0
27,Charlie Hughes,Luton Town,Centre-Back,25,1.5,2027,1.24,0.02,0.32,1.44,1.22,7.15,10,2,59,66.67,104,42,3466,41,39,15,1395,81.96,140,45.02,11,0.032198499711482975,0.031679169070975184,0.18566070398153492,0.03739180611656087,0.00051933064050779,0.05193306405077899,0.259665320253895,2.7005193306405078,1.0905943450663589,0.38949798038084243,36.22331217541835,3.6353144835545295,0.28563185227928445,0.00830929024812464,1.6383952892182363,-0.798883033630135,2
28,Jeremy Ngakia,Watford,Right-Back,24,2.0,2027,3.48,0.06,0.09,0.15,1.12,2.88,28,2,5,42.19,27,28,2610,33,29,17,925,76.07,70,37.84,26,0.12,0.038620689655172416,0.0993103448275862,0.005172413793103448,0.0020689655172413794,0.06896551724137931,0.9655172413793104,0.9310344827586207,0.9655172413793104,0.5862068965517241,31.896551724137932,2.413793103448276,0.896551724137931,0.003103448275862069,-3.0026028899895847,0.04036055239294385,1
29,Ryan Leonard,Sheffield United,Right-Back,26,1.5,2027,2.04,0.0,0.28,0.2,0.72,2.68,13,0,5,51.22,42,27,1607,25,17,7,413,63.44,42,26.92,10,0.11425015556938395,0.0403235843186061,0.15009334163036717,0.01120099564405725,0.0,0.0,0.7280647168637213,2.3522090852520225,1.5121344119477287,0.39203484754200374,23.130056004978222,2.3522090852520225,0.5600497822028625,0.015681393901680152,-2.956309352985401,1.86653007186841,3
30,Cameron Burgess,Ipswich Town,Centre-Back,29,2.0,2026,0.93,0.0,0.26,1.09,1.26,8.35,8,4,50,66.31,185,14,4140,46,46,5,2594,81.6,168,34.15,10,0.020217391304347826,0.027391304347826086,0.18152173913043476,0.023695652173913045,0.0,0.08695652173913043,0.17391304347826086,4.021739130434782,0.30434782608695654,0.10869565217391304,56.391304347826086,3.652173913043478,0.21739130434782608,0.005652173913043478,2.7812708737423137,-1.8140226711606608,2
31,Japhet Tanganga,Millwall,Right-Back,25,3.0,2026,1.19,0.0,0.24,0.98,1.62,7.0,9,3,41,69.89,195,51,3737,42,42,8,1717,85.51,104,44.64,14,0.028659352421728655,0.03901525287663901,0.16858442601016857,0.023601819641423598,0.0,0.07225046829007224,0.21675140487021674,4.6962804388546955,1.228257960931228,0.19266791544019266,41.35135135135135,2.5046829007225044,0.33716885202033714,0.005780037463205779,2.044386687840369,-0.9903966456129601,2
32,Jack Stephens,Southampton,Centre-Back,31,1.0,2025,0.91,0.0,0.28,0.91,1.03,4.28,12,1,29,46.75,36,11,2707,32,30,7,1732,91.49,80,51.28,7,0.030254894717399335,0.03424455116364979,0.14229774658293315,0.030254894717399335,0.0,0.03324713705208718,0.39896564462504613,1.1968969338751385,0.365718507572959,0.23272995936461024,57.584041374215,2.6597709641669742,0.23272995936461024,0.009309198374584412,1.7622336455258065,-2.2945247466391434,2
33,Derry Murkin,Preston North End,Left-Back,24,1.0,2026,2.0,0.0,0.17,0.25,1.17,4.83,4,0,3,55.56,20,7,984,12,11,6,270,76.27,17,37.78,16,0.18292682926829268,0.10701219512195122,0.44176829268292683,0.022865853658536585,0.0,0.0,0.36585365853658536,1.829268292682927,0.6402439024390244,0.5487804878048781,24.695121951219512,1.5548780487804879,1.4634146341463414,0.015548780487804878,-1.2142342324353042,4.090099617972354,3
34,Eiran Cashin,Derby County,Centre-Back,23,4.0,2027,2.45,0.03,0.1,0.45,1.31,5.52,22,1,13,64.74,123,23,1968,29,20,4,844,74.69,54,30.86,11,0.11204268292682927,0.05990853658536585,0.2524390243902439,0.020579268292682928,0.001371951219512195,0.04573170731707317,1.0060975609756098,5.625,1.0518292682926829,0.18292682926829268,38.59756097560975,2.469512195121951,0.5030487804878049,0.004573170731707317,-0.11048293536495779,1.908979537655493,3
36,Luke Woolfenden,Ipswich Town,Centre-Back,25,3.0,2027,0.76,0.0,0.29,0.76,0.65,4.47,3,0,13,69.64,39,8,1072,17,11,1,522,88.32,23,39.66,6,0.06380597014925372,0.05457089552238806,0.37527985074626863,0.06380597014925372,0.0,0.0,0.251865671641791,3.2742537313432836,0.6716417910447761,0.08395522388059701,43.82462686567164,1.9309701492537312,0.503731343283582,0.024347014925373132,3.0485954742034256,1.753331419739414,0
37,Conor Coady,Leicester City,Centre-Back,32,1.0,2025,0.94,0.0,0.24,1.18,0.88,3.0,2,0,20,46.88,15,4,1294,17,16,6,400,82.99,37,48.68,5,0.06537867078825348,0.061205564142194746,0.20865533230293662,0.0820710973724884,0.0,0.0,0.1391035548686244,1.0432766615146831,0.2782071097372488,0.41731066460587324,27.820710973724882,2.5734157650695515,0.34775888717156106,0.01669242658423493,1.4994753374134286,1.1150288820127308,0
38,Adilson Malanda,Middlesbrough,Centre-Back,22,2.0,2027,0.83,0.04,0.25,0.92,0.96,4.46,4,1,22,61.21,71,21,2128,24,23,7,1422,88.1,49,44.55,14,0.035103383458646616,0.04060150375939849,0.18862781954887217,0.03890977443609023,0.0016917293233082707,0.042293233082706765,0.16917293233082706,3.0028195488721803,0.888157894736842,0.29605263157894735,60.14097744360902,2.0723684210526314,0.5921052631578947,0.010573308270676691,2.2255651846631435,-0.9280964228962156,2
40,Steve Cook,Middlesbrough,Centre-Back,34,0.5,2025,0.57,0.03,0.27,0.73,0.77,6.3,4,2,22,65.65,86,9,2158,30,23,0,860,82.3,120,53.57,3,0.02377201112140871,0.03211306765523633,0.26274328081556997,0.030444856348470807,0.0012511584800741426,0.08341056533827618,0.16682113067655235,3.586654309545876,0.3753475440222428,0.0,35.86654309545876,5.004633920296571,0.12511584800741427,0.011260426320667285,3.830871357922314,-1.3169358275794871,2
41,Lewis Miller,Middlesbrough,Right-Back,24,2.5,2027,1.93,0.0,0.21,0.76,1.41,3.52,8,1,22,59.66,71,25,2154,29,23,19,644,72.2,39,32.23,9,0.08064066852367688,0.05891364902506963,0.14707520891364903,0.03175487465181059,0.0,0.04178272980501393,0.3342618384401114,2.966573816155989,1.0445682451253482,0.7938718662952646,26.908077994428968,1.6295264623955432,0.37604456824512533,0.008774373259052925,-1.1985892392388258,1.4611318955250883,3
42,Krystian Bielik,Birmingham City,Defensive Midfielder,27,1.5,2025,1.24,0.0,0.06,0.41,1.24,3.29,7,0,7,66.67,50,16,949,17,11,3,521,85.97,30,58.82,3,0.11759747102212856,0.11759747102212856,0.3120126448893572,0.03888303477344573,0.0,0.0,0.6638566912539515,4.7418335089567965,1.517386722866175,0.2845100105374078,49.409905163329825,2.845100105374078,0.2845100105374078,0.005690200210748156,2.3115971959481176,2.1617447414569417,0
43,Ciaron Brown,Plymouth Argyle,Centre-Back,27,1.0,2026,0.81,0.0,0.19,0.95,1.49,8.7,7,0,35,57.03,146,18,3321,37,37,7,966,76.36,65,30.52,10,0.021951219512195124,0.04037940379403794,0.23577235772357721,0.025745257452574527,0.0,0.0,0.1897018970189702,3.956639566395664,0.48780487804878053,0.1897018970189702,26.178861788617887,1.7615176151761518,0.2710027100271003,0.005149051490514906,0.39337776367800315,0.10137773012286229,2
44,Harry Darling,Swansea City,Centre-Back,25,2.0,2026,1.0,0.0,0.11,0.89,0.86,5.0,5,4,31,56.88,91,15,3016,35,34,5,1717,87.02,84,36.52,5,0.029840848806366047,0.0256631299734748,0.14920424403183022,0.02655835543766578,0.0,0.11936339522546419,0.14920424403183022,2.71551724137931,0.4476127320954907,0.14920424403183022,51.2367374005305,2.5066312997347477,0.14920424403183022,0.0032824933687002652,1.9637184728007013,-1.9296933702401267,2
45,Matt Clarke,Derby County,Centre-Back,29,1.5,2026,1.76,0.02,0.27,1.04,1.49,9.31,21,3,47,58.33,168,42,4045,45,45,15,1554,77.08,149,37.91,14,0.03915945611866502,0.03315203955500618,0.20714462299134737,0.023139678615574786,0.0004449938195302843,0.06674907292954264,0.4672435105067985,3.737948084054388,0.934487021013597,0.33374536464771326,34.57601977750309,3.315203955500618,0.311495673671199,0.006007416563658839,0.6673098823022039,-0.4272049123918535,2
46,John Egan,Sheffield United,Centre-Back,32,1.0,2025,1.29,0.02,0.24,1.0,0.89,6.18,17,1,45,60.25,144,22,3706,45,42,2,1229,76.96,110,38.46,9,0.03132757690232056,0.021613599568267673,0.1500809498111171,0.024284943335132217,0.0004856988667026444,0.024284943335132217,0.41284403669724773,3.4970318402590395,0.5342687533729088,0.048569886670264434,29.846195358877495,2.671343766864544,0.21856449001618997,0.0058283864004317325,0.7188153669095821,-0.902929163159558,2
47,Jack Currie,Oxford United,Left-Back,25,1.0,2026,2.63,0.0,0.2,0.27,1.5,3.27,30,2,8,58.54,48,28,2191,30,25,14,508,74.49,32,32.65,29,0.1080328617069831,0.061615700593336376,0.1343222272934733,0.011090826106800547,0.0,0.08215426745778183,1.2323140118667275,1.971702418986764,1.1501597444089458,0.5750798722044729,20.867183934276586,1.3144682793245093,1.1912368781378366,0.008215426745778184,-3.3832203901928333,1.6028109633856145,3
