#,Name,Team,Position,Age,Market Value (€m),Contract Expiry,Tackles,Errors leading to goal,Clean sheets,Blocked shots,Interceptions,Clearances,Dribbled past,Errors leading to shot,Blocked shots.1,Aerial duels won %,Aerial duels won,Fouls,Minutes played,Appearances,Started,Dispossessed,Accurate passes,Accurate passes %,Long balls (accurate),Accurate long balls %,Key passes,Tackles_p90,Interceptions_p90,Clearances_p90,Blocked shots_p90,Errors leading to goal_p90,Errors leading to shot_p90,Dribbled past_p90,Aerial duels won_p90,Fouls_p90,Dispossessed_p90,Accurate passes_p90,Long balls (accurate)_p90,Key passes_p90,Clean sheets_p90,PC1,PC2,Cluster
12,Lloyd Jones,Luton Town,Centre-Back,30,0.5,2025,0.93,0.02,0.24,1.28,1.35,9.61,8,2,59,67.15,276,54,3952,46,45,5,1240,74.88,89,32.25,18,0.02117914979757085,0.030743927125506075,0.21885121457489878,0.029149797570850202,0.0004554655870445344,0.04554655870445344,0.18218623481781376,6.2854251012145745,1.2297570850202428,0.11386639676113361,28.238866396761132,2.026821862348178,0.409919028340081,0.005465587044534413,1.1327192414402496,0.2877051900288873,2
13,Ben Wilmot,Stoke City,Centre-Back,25,3.0,2027,1.03,0.03,0.32,0.59,0.47,4.76,8,2,20,61.88,99,13,2954,34,33,2,1879,86.63,156,50.49,9,0.03138117806364252,0.014319566689234935,0.14502369668246445,0.017975626269465132,0.000914014895057549,0.060934326337169935,0.24373730534867974,3.016249153689912,0.3960731211916046,0.060934326337169935,57.247799593771155,4.752877454299255,0.2742044685172647,0.00974949221394719,3.2095823931255407,-2.91502215771772,2
14,Cédric Kipré,West Bromwich Albion,Centre-Back,28,1.5,2025,1.0,0.0,0.38,0.47,0.88,5.31,9,3,15,59.38,76,21,2610,32,29,11,1548,87.11,96,53.63,12,0.034482758620689655,0.030344827586206897,0.18310344827586206,0.016206896551724137,0.0,0.10344827586206896,0.3103448275862069,2.6206896551724137,0.7241379310344828,0.3793103448275862,53.37931034482759,3.310344827586207,0.41379310344827586,0.01310344827586207,2.21087626479546,-1.998321147707253,2
15,Sam McCallum,Stoke City,Left-Back,25,1.5,2026,1.3,0.0,0.05,0.45,1.4,2.65,7,0,9,62.5,50,6,1216,20,15,3,342,66.8,42,38.89,28,0.0962171052631579,0.10361842105263157,0.19613486842105263,0.03330592105263158,0.0,0.0,0.5180921052631579,3.700657894736842,0.4440789473684211,0.22203947368421054,25.3125,3.1085526315789473,2.0723684210526314,0.0037006578947368423,-0.8782135503227321,1.886178167923852,3
17,Rob Dickie,Bristol City,Centre-Back,29,1.0,2026,0.97,0.03,0.24,0.91,1.24,7.91,12,2,30,68.48,126,15,2724,33,30,3,1389,85.01,65,36.31,11,0.03204845814977974,0.040969162995594714,0.2613436123348018,0.03006607929515419,0.0009911894273127754,0.06607929515418502,0.39647577092511016,4.1629955947136565,0.4955947136563877,0.09911894273127754,45.8920704845815,2.147577092511013,0.3634361233480176,0.007929515418502203,2.2216895948416413,-0.2653173418922587,2
18,Christoph Klarer,Millwall,Centre-Back,26,2.0,2027,0.98,0.0,0.23,0.58,1.28,7.28,13,0,25,69.28,230,40,3870,43,43,11,2290,85.23,114,40.28,10,0.022790697674418603,0.029767441860465118,0.16930232558139535,0.013488372093023254,0.0,0.0,0.3023255813953488,5.348837209302325,0.9302325581395349,0.2558139534883721,53.25581395348837,2.6511627906976742,0.23255813953488372,0.005348837209302326,2.0021202008161567,-1.5805320574793893,2
19,Liam Kitching,Coventry City,Centre-Back,25,2.0,2026,1.03,0.05,0.29,0.58,0.97,6.11,8,1,22,55.6,144,41,3339,38,37,3,1755,84.42,98,39.36,19,0.027762803234501348,0.0261455525606469,0.1646900269541779,0.01563342318059299,0.0013477088948787063,0.026954177897574122,0.21563342318059298,3.8814016172506736,1.105121293800539,0.08086253369272237,47.304582210242586,2.641509433962264,0.5121293800539083,0.007816711590296494,1.2721542799929044,-1.4325864740436791,2
20,Matt Targett,Middlesbrough,Left-Back,29,2.0,2026,1.22,0.0,0.16,0.18,1.16,1.76,23,1,8,44.05,37,25,3672,45,42,9,1990,83.86,114,43.68,74,0.029901960784313727,0.028431372549019607,0.04313725490196079,0.004411764705882353,0.0,0.02450980392156863,0.5637254901960784,0.9068627450980393,0.6127450980392157,0.22058823529411767,48.774509803921575,2.794117647058824,1.8137254901960786,0.00392156862745098,-1.3049726934507309,-3.021251697632139,1
21,Nathaniel Phillips,Watford,Centre-Back,28,1.5,2026,1.38,0.03,0.35,0.68,1.28,7.08,18,0,27,65.12,168,27,3463,40,40,4,1802,84.32,140,43.21,7,0.0358648570603523,0.03326595437481952,0.1840023101357205,0.017672538261622874,0.0007796708056598326,0.0,0.4678024833958995,4.3661565116950625,0.7017037250938494,0.103956107421311,46.83222639330061,3.6384637597458855,0.18192318798729426,0.009096159399364713,2.134305212753861,-1.2369619746402822,2
22,Daniel Imray,Plymouth Argyle,Right-Back,22,0.5,2026,1.5,0.0,0.44,0.19,1.13,1.88,7,1,3,43.48,10,11,1122,16,13,14,337,77.65,22,46.81,12,0.12032085561497326,0.09064171122994652,0.15080213903743314,0.015240641711229947,0.0,0.08021390374331551,0.5614973262032086,0.8021390374331551,0.8823529411764706,1.1229946524064172,27.032085561497325,1.7647058823529411,0.9625668449197861,0.03529411764705882,-1.9617520992700943,2.3943238461619165,3
23,Tristan Crama,Hull City,Centre-Back,24,3.0,2028,1.73,0.02,0.4,0.67,1.44,5.92,25,3,32,64.2,156,58,4287,48,48,24,1234,71.37,86,33.2,37,0.036319104268719385,0.030230930720783766,0.12428271518544437,0.014065780265920225,0.0004198740377886634,0.06298110566829951,0.5248425472358292,3.2750174947515744,1.2176347095871238,0.5038488453463961,25.906228131560532,1.8054583624912526,0.7767669699090273,0.00839748075577327,-1.3921709193959892,0.006925419692933622,1
24,Kai Wagner,Preston North End,Left-Back,27,3.0,2026,2.0,0.0,0.25,0.19,0.63,3.0,11,0,3,52.0,26,10,1399,16,16,6,477,70.77,41,31.3,31,0.12866333095067906,0.0405289492494639,0.19299499642601858,0.01222301644031451,0.0,0.0,0.7076483202287348,1.6726233023588277,0.6433166547533953,0.38598999285203717,30.686204431736954,2.6375982844889205,1.9942816297355255,0.016082916368834882,-2.686617119272604,0.9714833452205779,3
